1,1,0,[1],[0]
2,18,3,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3,18,4,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
6,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
7,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
8,18,1,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10,18,1,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
11,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
12,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13,18,0,[5, 6, 7, 9, 11, 12, 13, 14, 22, 42, 45, 70, 86, 201, 782, 784, 788, 790],[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
