1,1,0,[1]
2,14,17,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
3,14,19,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
4,1,0,[4]
5,14,13,[447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5]
6,14,13,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
7,14,13,[449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7]
8,14,13,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
9,14,14,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
10,14,13,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
11,14,18,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
12,14,14,[449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7]
13,14,15,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
14,14,15,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
15,14,14,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
16,14,13,[8, 6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16]
17,14,17,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
18,14,14,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
19,14,21,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
20,14,15,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
21,14,14,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
22,14,16,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
23,14,13,[465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7, 449, 891, 23]
24,14,15,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
25,14,13,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
26,14,15,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
27,14,15,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
28,14,19,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
29,14,17,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
30,14,14,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
31,14,21,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
32,14,14,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
33,14,16,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
34,14,22,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
35,14,15,[449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7]
36,14,14,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
37,14,19,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
38,14,15,[7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10]
39,14,13,[16, 8, 6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39]
40,14,19,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
41,14,18,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
42,14,15,[449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7]
43,14,19,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
44,14,15,[6, 5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8]
45,14,19,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
46,14,14,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
47,14,20,[10, 7, 449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25]
48,14,19,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
49,14,16,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
50,14,15,[449, 891, 23, 465, 39, 16, 8, 6, 5, 447, 152, 25, 10, 7]
51,14,16,[5, 447, 152, 25, 10, 7, 449, 891, 23, 465, 39, 16, 8, 6]
