1,1,0,[1],[0]
2,28,12,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3,28,7,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
6,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
7,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
8,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
11,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
12,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13,28,7,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
14,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15,28,2,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
16,28,2,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
17,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
18,28,2,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
19,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
21,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
22,28,8,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
23,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
24,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
25,28,0,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
26,28,3,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
27,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
28,28,1,[5, 6, 7, 9, 10, 11, 14, 17, 19, 23, 25, 31, 41, 45, 52, 61, 76, 86, 162, 936, 938, 942, 948, 950, 954, 962, 972, 992],[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
