1,1,0,[1],[0]
2,11,4,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
3,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
4,1,0,[4],[0]
5,11,4,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
6,11,5,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
7,11,0,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
8,11,6,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
9,11,6,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
10,11,1,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
11,11,4,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
12,11,0,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
13,11,15,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
14,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
15,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
16,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
17,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
18,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
19,11,10,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
20,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
21,11,2,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
22,11,16,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
23,11,5,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
24,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
25,11,2,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
26,11,8,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
27,11,7,[7, 12, 81, 157, 158, 307, 457, 607, 757, 907, 1057],[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
