1,1,0,[1],[0]
2,26,3,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
3,26,3,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
4,1,0,[4],[0]
5,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
6,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
7,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
8,26,1,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
9,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
10,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
11,26,0,[5, 6, 7, 9, 10, 11, 13, 14, 17, 25, 48, 49, 52, 63, 94, 258, 443, 445, 449, 451, 455, 881, 887, 1319, 1325, 1757],[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
