1,1,0,[1]
2,5,10,[8, 6, 5, 132, 18]
3,5,4,[6, 5, 132, 18, 8]
4,1,0,[4]
5,5,0,[5, 132, 18, 8, 6]
6,5,0,[6, 5, 132, 18, 8]
7,5,5,[8, 6, 5, 132, 18]
8,5,0,[8, 6, 5, 132, 18]
9,5,1,[6, 5, 132, 18, 8]
10,5,6,[8, 6, 5, 132, 18]
11,3,0,[11, 138, 28]
12,5,6,[8, 6, 5, 132, 18]
13,5,3,[8, 6, 5, 132, 18]
14,5,2,[6, 5, 132, 18, 8]
15,5,1,[8, 6, 5, 132, 18]
16,5,1,[8, 6, 5, 132, 18]
17,5,4,[6, 5, 132, 18, 8]
18,5,0,[18, 8, 6, 5, 132]
19,5,6,[8, 6, 5, 132, 18]
20,5,2,[6, 5, 132, 18, 8]
21,5,7,[8, 6, 5, 132, 18]
22,5,4,[8, 6, 5, 132, 18]
23,5,3,[8, 6, 5, 132, 18]
24,5,2,[6, 5, 132, 18, 8]
25,5,7,[8, 6, 5, 132, 18]
26,5,2,[8, 6, 5, 132, 18]
27,5,2,[6, 5, 132, 18, 8]
28,3,0,[28, 11, 138]
29,5,4,[6, 5, 132, 18, 8]
30,5,7,[8, 6, 5, 132, 18]
31,5,9,[8, 6, 5, 132, 18]
32,5,7,[8, 6, 5, 132, 18]
33,5,3,[6, 5, 132, 18, 8]
34,5,7,[8, 6, 5, 132, 18]
35,5,7,[8, 6, 5, 132, 18]
36,5,7,[8, 6, 5, 132, 18]
37,3,3,[11, 138, 28]
38,5,8,[8, 6, 5, 132, 18]
39,5,2,[8, 6, 5, 132, 18]
40,3,1,[11, 138, 28]
41,5,3,[8, 6, 5, 132, 18]
42,5,7,[8, 6, 5, 132, 18]
43,5,4,[6, 5, 132, 18, 8]
44,5,2,[8, 6, 5, 132, 18]
45,3,1,[11, 138, 28]
46,5,8,[8, 6, 5, 132, 18]
47,5,9,[8, 6, 5, 132, 18]
48,3,1,[11, 138, 28]
49,5,3,[6, 5, 132, 18, 8]
50,5,7,[8, 6, 5, 132, 18]
51,5,3,[6, 5, 132, 18, 8]
52,5,5,[6, 5, 132, 18, 8]
53,5,3,[8, 6, 5, 132, 18]
54,3,1,[11, 138, 28]
55,5,2,[8, 6, 5, 132, 18]
56,5,4,[8, 6, 5, 132, 18]
57,5,5,[8, 6, 5, 132, 18]
58,5,10,[8, 6, 5, 132, 18]
59,5,9,[8, 6, 5, 132, 18]
60,5,7,[8, 6, 5, 132, 18]
61,5,5,[6, 5, 132, 18, 8]
62,5,4,[6, 5, 132, 18, 8]
63,5,4,[8, 6, 5, 132, 18]
64,5,7,[8, 6, 5, 132, 18]
65,5,1,[18, 8, 6, 5, 132]
66,5,2,[8, 6, 5, 132, 18]
67,5,7,[6, 5, 132, 18, 8]
68,5,8,[8, 6, 5, 132, 18]
69,5,3,[8, 6, 5, 132, 18]
70,5,3,[6, 5, 132, 18, 8]
71,5,8,[8, 6, 5, 132, 18]
72,5,7,[8, 6, 5, 132, 18]
73,5,3,[8, 6, 5, 132, 18]
74,5,3,[8, 6, 5, 132, 18]
75,5,4,[8, 6, 5, 132, 18]
76,5,4,[8, 6, 5, 132, 18]
77,5,1,[18, 8, 6, 5, 132]
78,5,1,[18, 8, 6, 5, 132]
79,5,4,[8, 6, 5, 132, 18]
80,5,4,[8, 6, 5, 132, 18]
81,5,7,[8, 6, 5, 132, 18]
82,5,5,[6, 5, 132, 18, 8]
83,5,6,[6, 5, 132, 18, 8]
84,5,3,[6, 5, 132, 18, 8]
85,5,5,[8, 6, 5, 132, 18]
86,3,2,[11, 138, 28]
87,5,8,[8, 6, 5, 132, 18]
88,5,5,[6, 5, 132, 18, 8]
89,5,3,[8, 6, 5, 132, 18]
90,5,4,[8, 6, 5, 132, 18]
91,5,3,[6, 5, 132, 18, 8]
92,5,3,[6, 5, 132, 18, 8]
93,5,8,[8, 6, 5, 132, 18]
94,5,4,[6, 5, 132, 18, 8]
95,5,3,[6, 5, 132, 18, 8]
96,5,4,[8, 6, 5, 132, 18]
97,5,6,[6, 5, 132, 18, 8]
98,5,2,[8, 6, 5, 132, 18]
99,5,5,[6, 5, 132, 18, 8]
100,5,3,[6, 5, 132, 18, 8]
