1,1,0,[1]
2,14,19,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
3,14,17,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
4,1,0,[4]
5,14,13,[379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6, 5]
6,14,13,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
7,14,13,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
8,14,14,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
9,14,13,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
10,14,13,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
11,14,24,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
12,14,14,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
13,14,17,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
14,14,14,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
15,14,15,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
16,14,15,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
17,14,27,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
18,14,15,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
19,14,20,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
20,14,13,[9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20]
21,14,14,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
22,14,18,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
23,14,22,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
24,14,14,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
25,14,13,[10, 7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25]
26,14,16,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
27,14,14,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
28,14,25,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
29,14,18,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
30,14,14,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
31,14,29,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
32,14,14,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
33,14,15,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
34,14,21,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
35,14,15,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
36,14,14,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
37,14,18,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
38,14,15,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
39,14,16,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
40,14,25,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
41,14,30,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
42,14,15,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
43,14,19,[10, 7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25]
44,14,16,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
45,14,25,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
46,14,13,[25, 10, 7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46]
47,14,23,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
48,14,25,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
49,14,15,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
50,14,15,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
51,14,14,[9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20]
52,14,28,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
53,14,17,[7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10]
54,14,25,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
55,14,16,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
56,14,18,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
57,14,19,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
58,14,30,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
59,14,17,[10, 7, 381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25]
60,14,15,[381, 130, 20, 9, 6, 5, 379, 753, 254, 129, 46, 25, 10, 7]
61,14,20,[5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9, 6]
62,14,16,[6, 5, 379, 753, 254, 129, 46, 25, 10, 7, 381, 130, 20, 9]
