1,1,0,[1],[0]
2,22,7,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
3,22,5,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
4,1,0,[4],[0]
5,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
6,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
7,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
8,22,1,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
9,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
10,22,1,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
11,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
12,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
13,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
14,22,1,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
15,22,2,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
16,22,2,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
17,22,3,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
18,22,2,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
19,22,3,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
20,22,1,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
21,22,2,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
22,22,1,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
23,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
24,22,0,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
25,22,2,[5, 6, 7, 9, 11, 12, 13, 23, 24, 54, 60, 76, 90, 611, 613, 617, 619, 629, 1219, 1223, 1225, 1829],[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
