1,1,0,[1]
2,11,4,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
3,11,12,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
4,1,0,[4]
5,11,0,[5, 50, 12, 7, 52, 17, 62, 33, 14, 9, 6]
6,11,0,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
7,11,0,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
8,11,1,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
9,11,0,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
10,11,1,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
11,11,10,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
12,11,0,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
13,11,8,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
14,11,0,[14, 9, 6, 5, 50, 12, 7, 52, 17, 62, 33]
15,11,2,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
16,11,2,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
17,11,0,[17, 62, 33, 14, 9, 6, 5, 50, 12, 7, 52]
18,11,2,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
19,11,2,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
20,11,1,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
21,11,2,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
22,11,9,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
23,11,4,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
24,11,1,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
25,11,2,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
26,11,3,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
27,11,1,[9, 6, 5, 50, 12, 7, 52, 17, 62, 33, 14]
28,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
29,11,5,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
30,11,2,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
31,11,6,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
32,11,2,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
33,11,0,[33, 14, 9, 6, 5, 50, 12, 7, 52, 17, 62]
34,11,3,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
35,11,1,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
36,11,2,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
37,11,4,[17, 62, 33, 14, 9, 6, 5, 50, 12, 7, 52]
38,11,3,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
39,11,3,[6, 5, 50, 12, 7, 52, 17, 62, 33, 14, 9]
40,11,11,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
41,11,13,[7, 52, 17, 62, 33, 14, 9, 6, 5, 50, 12]
42,11,1,[12, 7, 52, 17, 62, 33, 14, 9, 6, 5, 50]
43,11,2,[17, 62, 33, 14, 9, 6, 5, 50, 12, 7, 52]
